Title	RBID	Zenith Issue Id	Issue Date
0024 WatchWorld Scandinavia	RBZ0002875	29755	12/01/2016
6TOROS6	RBZ0007735	357624	02/07/2017
Acclaim	RBZ0003263	32650	08/01/2014
Accordéon et accordéonistes	RBZ0008649	385703	06/01/2017
Aero Australia	RBZ0000029	379803	07/01/2017
Affix Magazine	RBZ0008234	32938	09/01/2015
Algarabía Extra	RBZ0000036	343979	11/01/2013
Alimarket Revista	RBZ0001152	23667	03/01/2016
Ambientes	RBZ0007631	46709	12/01/2016
Animals' Voice	RBZ0008519	31469	11/01/2016
Appetite	RBZ0008756	352952	11/01/2016
ARTnews	RBZ0000067	378495	07/01/2017
Ask	RBZ0007936	355752	11/01/2017
Ask	RBZ0007936	355753	01/01/2018
Ask	RBZ0007936	355754	02/01/2018
Ask En Español: Artes & Ciencias para niños	RBZ0008212	348676	01/01/2017
Atlanta Magazine	RBZ0001480	372731	12/01/2017
Australasian Science	RBZ0008299	27920	10/01/2016
Australian Cupcakes and Inspiration	RBZ0007653	17377	10/01/2016
Australian Dogs & Pets	RBZ0007654	374256	08/01/2017
Australian Ironman Magazine	RBZ0005598	17853	11/01/2016
Australian Shape	RBZ0000091	27548	10/01/2016
Australian Wine Showcase	RBZ0000094	3771	07/01/2015
Auto Action Magazine Australia	RBZ0007751	33287	05/05/2016
Babybug	RBZ0007932	356441	11/01/2017
Babybug	RBZ0007932	356442	01/01/2018
Babybug	RBZ0007932	356443	02/01/2018
Back Street Heroes	RBZ0008189	373649	04/01/2017
Baggers Magazine	RBZ0003595	373857	01/01/2018
Baking for Beginners	RBZ0005010	235103	09/01/2013
Barra Bass & Bream	RBZ0007995	27975	03/01/2016
Beanies Shawls and Scarves	RBZ0007510	380601	07/01/2017
Better Basics with 'Fast' Ed	RBZ0000138	150720	01/01/2011
Better Photos Now!	RBZ0003797	161002	09/01/2011
BILLIONAIRE Singapore	RBZ0008632	332160	07/01/2016
Bizarre Body Art 2	RBZ0003506	151405	06/01/2011
Bloomberg Businessweek	RBZ0000154	364561	12/11/2017
Bloomberg Businessweek	RBZ0000154	364562	12/18/2017
Bloomberg Businessweek	RBZ0000154	364563	12/25/2017
Bloomberg Businessweek	RBZ0000154	404722	01/08/2018
Bloomberg Businessweek	RBZ0000154	404723	01/15/2018
Bloomberg Businessweek	RBZ0000154	404724	01/22/2018
Bloomberg Businessweek	RBZ0000154	404725	01/29/2018
Bloomberg Businessweek	RBZ0000154	404726	02/05/2018
Bloomberg Businessweek	RBZ0000154	404727	02/12/2018
Bloomberg Businessweek	RBZ0000154	404728	02/19/2018
Boat Exclusive	RBZ0008154	21839	01/01/2016
Bodas & Co.	RBZ0008723	383323	04/01/2017
Bride To Be - Cakes & Wedding Food	RBZ0008438	346046	03/01/2016
Bride To Be - Flowers & Wedding Styling	RBZ0008437	45282	09/01/2016
Bride To Be - Wedding Planner	RBZ0008439	346191	06/01/2016
c't Digital Photography	RBZ0004192	305310	12/01/2015
Ça m'intéresse	RBZ0003121	279059	02/01/2015
Ça m'intéresse	RBZ0003121	3265	03/01/2015
Ça m'intéresse	RBZ0003121	3264	04/01/2015
Ça m'intéresse	RBZ0003121	3263	05/01/2015
Ça m'intéresse	RBZ0003121	4783	06/01/2015
Ça m'intéresse	RBZ0003121	3262	07/01/2015
Ça m'intéresse	RBZ0003121	3261	08/01/2015
Ça m'intéresse	RBZ0003121	296545	09/01/2015
Ça m'intéresse	RBZ0003121	4091	10/01/2015
Ça m'intéresse	RBZ0003121	4092	11/01/2015
Ça m'intéresse	RBZ0003121	4784	12/01/2015
Ça m'intéresse	RBZ0003121	7645	01/01/2016
Ça m'intéresse	RBZ0003121	8917	02/01/2016
Ça m'intéresse	RBZ0003121	25850	03/01/2016
Ça m'intéresse	RBZ0003121	29558	04/01/2016
Ça m'intéresse	RBZ0003121	31051	05/01/2016
Ça m'intéresse	RBZ0003121	34026	06/01/2016
Ça m'intéresse	RBZ0003121	35984	07/01/2016
Ça m'intéresse	RBZ0003121	40384	08/01/2016
Ça m'intéresse	RBZ0003121	43948	09/01/2016
Ça m'intéresse	RBZ0003121	45924	10/01/2016
Ça m'intéresse	RBZ0003121	48143	11/01/2016
Ça m'intéresse	RBZ0003121	350328	12/01/2016
Ça m'intéresse	RBZ0003121	349662	01/01/2017
Ça m'intéresse	RBZ0003121	356133	12/01/2017
Ça m'intéresse	RBZ0003121	405704	01/01/2018
Ça m'intéresse	RBZ0003121	413019	02/01/2018
Ça m'intéresse Histoire	RBZ0003128	4809	03/01/2015
Ça m'intéresse Histoire	RBZ0003128	4811	05/01/2015
Ça m'intéresse Histoire	RBZ0003128	5166	07/01/2015
Ça m'intéresse Histoire	RBZ0003128	4810	09/01/2015
Ça m'intéresse Histoire	RBZ0003128	4139	11/01/2015
Ça m'intéresse Histoire	RBZ0003128	14531	03/01/2016
Ça m'intéresse Histoire	RBZ0003128	14532	05/01/2016
Ça m'intéresse Histoire	RBZ0003128	14533	07/01/2016
Ça m'intéresse Histoire	RBZ0003128	14534	09/01/2016
Ça m'intéresse Histoire	RBZ0003128	14535	11/01/2016
Ça m'intéresse Histoire	RBZ0003128	7300	12/01/2016
Ça m'intéresse Histoire	RBZ0003128	14536	01/01/2017
Ça m'intéresse Histoire	RBZ0003128	391670	10/01/2017
Ça m'intéresse Histoire	RBZ0003128	405745	12/01/2017
Ça m'intéresse Histoire HS	RBZ0008074	4812	07/01/2015
Ça m'intéresse Histoire HS	RBZ0008074	40564	07/01/2016
Ça m'intéresse Histoire HS	RBZ0008074	45286	09/01/2016
Ça m'intéresse Histoire HS	RBZ0008074	383142	07/01/2017
Ça m'intéresse Hors-série	RBZ0003120	345139	02/01/2015
Ça m'intéresse Hors-série	RBZ0003120	345172	03/01/2015
Ça m'intéresse Hors-série	RBZ0003120	345327	05/01/2015
Ça m'intéresse Hors-série	RBZ0003120	4093	06/01/2015
Ça m'intéresse Hors-série	RBZ0003120	4094	07/01/2015
Ça m'intéresse Hors-série	RBZ0003120	4090	08/01/2015
Ça m'intéresse Hors-série	RBZ0003120	4095	10/01/2015
Ça m'intéresse Hors-série	RBZ0003120	4096	11/01/2015
Ça m'intéresse Hors-série	RBZ0003120	400359	10/01/2016
Caijing Magazine	RBZ0001239	388373	06/26/2017
Cake Design	RBZ0007648	296864	08/01/2015
Candy: One Direction	RBZ0006492	343796	09/01/2013
Capital Collector	RBZ0005237	342882	09/01/2012
Capital Collector	RBZ0005237	347624	09/01/2016
Capital France	RBZ0003119	2917	02/01/2015
Capital France	RBZ0003119	2916	03/01/2015
Capital France	RBZ0003119	2915	04/01/2015
Capital France	RBZ0003119	2914	05/01/2015
Capital France	RBZ0003119	2913	06/01/2015
Capital France	RBZ0003119	2912	07/01/2015
Capital France	RBZ0003119	2911	08/01/2015
Capital France	RBZ0003119	2910	09/01/2015
Capital France	RBZ0003119	4797	10/01/2015
Capital France	RBZ0003119	4118	11/01/2015
Capital France	RBZ0003119	6040	12/01/2015
Capital France	RBZ0003119	6041	01/01/2016
Capital France	RBZ0003119	10252	02/01/2016
Capital France	RBZ0003119	27471	03/01/2016
Capital France	RBZ0003119	29172	04/01/2016
Capital France	RBZ0003119	31023	05/01/2016
Capital France	RBZ0003119	34021	06/01/2016
Capital France	RBZ0003119	35998	07/01/2016
Capital France	RBZ0003119	40195	08/01/2016
Capital France	RBZ0003119	43919	09/01/2016
Capital France	RBZ0003119	45909	10/01/2016
Capital France	RBZ0003119	48131	11/01/2016
Capital France	RBZ0003119	350492	12/01/2016
Capital France	RBZ0003119	349625	01/01/2017
Capital France	RBZ0003119	369026	12/01/2017
Capital France	RBZ0003119	369027	01/01/2018
Capital France	RBZ0003119	413032	02/01/2018
Capital Italia	RBZ0004998	383212	04/01/2017
Carro	RBZ0002950	379009	04/01/2017
CARS&YOU	RBZ0008615	43751	09/01/2016
Case & Country	RBZ0004997	383220	04/01/2017
Catálogo Motociclismo	RBZ0002317	251684	03/01/2014
Catálogo Quad & Jet	RBZ0003652	317465	03/01/2016
Catálogo Scooting	RBZ0002853	307488	01/01/2016
Catálogo Todo Terreno	RBZ0003118	310267	01/01/2016
Catster	RBZ0008863	367662	07/01/2017
Challenges Hors-Série	RBZ0004221	211250	12/01/2012
Chat It's Fate Annual	RBZ0004966	238743	10/01/2013
Chez Soi	RBZ0000198	347482	12/01/2016
Chilango	RBZ0000201	369973	12/01/2016
Choc	RBZ0008535	3348	05/01/2015
Choc	RBZ0008535	34451	05/01/2016
Choc	RBZ0008535	48611	07/01/2016
Choc	RBZ0008535	48612	09/01/2016
Choc	RBZ0008535	48613	11/01/2016
Choc	RBZ0008535	380007	01/01/2017
Cicada	RBZ0007931	356381	11/01/2017
Cicero Wahl Spezial	RBZ0006241	343568	06/01/2013
Class	RBZ0004999	383218	05/01/2017
Click	RBZ0007937	355764	11/01/2017
Click	RBZ0007937	355765	01/01/2018
Click	RBZ0007937	355766	02/01/2018
Cobblestone	RBZ0007934	355805	11/01/2017
Cobblestone	RBZ0007934	355806	01/01/2018
Cobblestone	RBZ0007934	355807	02/01/2018
Collezioni 03 Baby	RBZ0001497	22642	06/01/2016
Comic Heroes	RBZ0003063	46920	07/01/2017
Compleat Golfer	RBZ0002805	18534	12/01/2015
Complete Wedding Melbourne	RBZ0006396	13608	02/01/2016
CompraMoto	RBZ0003750	322230	05/01/2016
Compramoto Maxiscooter	RBZ0006092	346059	04/01/2016
Construcción Alimarket	RBZ0001154	23784	02/01/2016
Cosmopolitan Thailand	RBZ0002613	322346	05/01/2016
Cotai Style, Macao edition	RBZ0004276	350093	11/01/2016
Côté Cuisines et Bains	RBZ0002397	4434	10/01/2015
Country House - Special Edition	RBZ0008766	325041	06/01/2016
Creative Craft Ideas	RBZ0008934	44967	12/01/2016
Creative PaperCraft	RBZ0008937	363809	03/01/2017
Creative Quilter	RBZ0009047	372375	08/01/2017
Cricket	RBZ0007935	355791	11/01/2017
Cricket	RBZ0007935	355792	01/01/2018
Cricket	RBZ0007935	355793	02/01/2018
Cross Country Portuguese	RBZ0006932	3132	09/01/2015
Cuisine A&D English Version	RBZ0007455	17027	08/01/2015
Cuisine Actuelle	RBZ0003122	3273	02/01/2015
Cuisine Actuelle	RBZ0003122	3272	03/01/2015
Cuisine Actuelle	RBZ0003122	3271	04/01/2015
Cuisine Actuelle	RBZ0003122	3270	05/01/2015
Cuisine Actuelle	RBZ0003122	3269	06/01/2015
Cuisine Actuelle	RBZ0003122	3268	07/01/2015
Cuisine Actuelle	RBZ0003122	1626	08/01/2015
Cuisine Actuelle	RBZ0003122	3267	09/01/2015
Cuisine Actuelle	RBZ0003122	3266	10/01/2015
Cuisine Actuelle	RBZ0003122	4788	11/01/2015
Cuisine Actuelle	RBZ0003122	4102	12/01/2015
Cuisine Actuelle	RBZ0003122	7752	01/01/2016
Cuisine Actuelle	RBZ0003122	10564	02/01/2016
Cuisine Actuelle	RBZ0003122	10566	03/01/2016
Cuisine Actuelle	RBZ0003122	26315	04/01/2016
Cuisine Actuelle	RBZ0003122	31415	05/01/2016
Cuisine Actuelle	RBZ0003122	34376	06/01/2016
Cuisine Actuelle	RBZ0003122	37100	07/01/2016
Cuisine Actuelle	RBZ0003122	39706	08/01/2016
Cuisine Actuelle	RBZ0003122	44412	09/01/2016
Cuisine Actuelle	RBZ0003122	46100	10/01/2016
Cuisine Actuelle	RBZ0003122	47012	11/01/2016
Cuisine Actuelle	RBZ0003122	347539	12/01/2016
